Node,Cost
13062,16
21142,11
40803,16
76978,18
185157,26
189630,18
146978,21
72746,19
70950,20
197687,25
229071,23
196914,25
130769,16
119468,23
160137,25
252409,30
13479,15
243818,25
241697,18
108833,18
49943,16
188230,21
92616,19
151359,18
168554,15
21352,15
70657,18
16530,13
130863,21
135401,22
217537,26
137502,21
130168,22
210156,27
40793,21
240252,26
198190,23
92555,22
174219,23
214950,25
23320,19
249630,26
8,2
95391,21
39656,16
153331,24
194457,19
21373,17
112480,18
84511,19
233490,23
217051,24
22313,13
82416,17
249900,30
254630,26
38002,16
63035,20
178795,22
231336,24
43396,17
10567,9
68321,18
207397,22
3004,12
123975,19
24934,15
252435,24
36960,15
118041,19
92734,21
3219,13
181434,25
177833,28
231248,25
37749,12
105586,25
95932,16
27024,14
40562,15
17292,17
243583,28
150205,21
21609,13
204759,23
127889,16
134367,22
92176,16
52785,19
93473,16
2897,10
165916,21
220930,26
21484,19
72741,18
145426,19
251465,25
161410,23
78443,19
110924,19
7299,12
188661,23
249013,30
207727,20
167462,22
249651,24
45451,15
204318,22
145891,23
259356,32
201195,24
80103,17
123864,22
183788,24
1916,9
119000,19
161950,22
210795,23
30004,14
82738,22
184000,27
107880,22
185703,23
247580,29
146265,21
229027,26
39094,21
10577,13
117840,20
25769,12
97232,20
67559,21
32608,20
86629,19
94543,17
96734,21
117735,21
90920,21
178846,22
155218,23
189833,23
76197,17
235414,24
1769,10
450,6
76114,17
74538,19
27900,15
121312,21
104726,21
13733,14
214613,27
92163,22
132103,19
17222,12
4988,11
145645,23
196361,22
93855,19
105518,20
227612,25
106420,19
192493,22
183412,24
252031,26
247311,26
81481,17
238838,26
260657,32
81807,18
252108,28
105908,19
184223,22
199571,25
109923,25
25516,17
258828,29
54126,18
101964,19
174246,22
260414,34
196029,23
75169,20
97534,17
720,9
197153,23
5565,11
251960,29
79108,18
52272,20
178621,21
224162,24
182960,25
40508,18
38224,17
239498,22
261861,27
174162,16
218432,24
49863,19
168398,19
24220,15
23156,20
138539,22
89402,21
223912,24
20977,13
217503,25
253239,27
239502,23
142914,23
216212,18
51759,15
167509,21
229583,25
251123,29
60358,18
229530,27
116787,23
131658,20
212519,24
245002,22
161678,23
69660,17
118736,19
144323,23
25408,15
140913,23
145343,21
204500,24
34891,17
51899,20
74446,20
68640,21
240614,25
220597,25
142604,20
37511,17
61292,23
103547,23
199766,24
204909,22
190041,24
129121,20
34404,13
44500,18
158600,20
187403,27
168250,23
258640,28
255555,30
114826,22
136517,16
59819,17
49507,18
208540,23
46946,23
33723,19
28675,15
78958,20
215305,23
134582,21
118164,23
227253,26
105367,23
70377,16
106993,21
67584,18
54626,21
211802,23
92822,17
33156,13
101603,19
234540,29
224526,22
176765,22
32293,12
31541,18
21803,15
111198,18
56685,16
235982,24
178717,21
164136,20
238336,29
208411,22
44161,18
60884,20
175659,23
4242,11
100189,20
8332,13
116039,18
119808,22
191067,25
249946,26
202859,26
157030,21
209098,23
233087,25
30136,14
128230,21
136075,19
58028,16
210028,21
129239,22
243760,27
118157,22
184762,24
113493,19
36809,15
168606,20
148710,22
210735,26
30071,13
16593,12
191032,20
61615,21
240043,24
247999,27
224610,26
146477,19
1348,11
113062,14
157592,19
236799,22
234788,23
105282,20
71506,20
164037,21
88590,19
247809,29
21548,13
6919,17
15608,12
170437,24
192809,22
57825,19
60484,21
160417,26
12561,10
5028,12
70073,19
70471,20
106720,18
78185,20
111543,22
16257,14
222962,26
195700,23
74768,17
96930,19
135953,21
200091,23
9384,10
159399,26
182699,21
66665,18
101319,23
151745,17
237470,26
188889,22
167798,23
62834,18
97006,16
53827,18
37043,12
241094,22
62729,16
18409,17
143956,21
6506,9
4451,14
40277,15
233014,23
209781,25
162260,22
45511,18
78907,15
209123,23
260075,33
242724,27
153390,26
206856,28
85676,17
247911,28
28892,17
3530,13
37357,17
239268,27
196466,23
232094,28
12575,12
205841,24
202776,25
20446,14
84084,21
258237,27
24125,14
154548,22
256408,32
97084,16
39858,14
142783,22
149803,21
129744,21
155924,19
136957,21
136375,22
170639,23
226165,24
260494,29
75762,18
104295,20
2482,12
57998,22
47168,21
86040,20
47512,16
172361,26
67364,18
254685,32
216707,28
239752,24
7482,11
106500,17
145063,23
38805,15
185827,24
171041,24
197087,26
233607,28
67255,19
174582,22
36037,18
202941,22
180602,24
82194,16
113456,23
186016,23
224545,24
164834,19
136662,20
199976,22
183903,24
42277,17
229083,25
206081,25
238106,24
239206,25
178571,20
196349,25
26319,15
207772,24
77692,14
2253,8
72277,16
224891,23
78171,19
197336,24
38932,17
129603,23
31774,15
205508,19
127796,19
100772,21
37272,20
26407,20
205380,26
58104,20
179755,25
108398,22
183196,25
42616,20
189305,27
41846,19
230501,23
96465,19
79109,21
9078,12
31477,18
48888,18
14643,16
154233,18
186862,22
210942,26
137964,21
236179,23
55257,14
129743,23
110988,20
225641,25
118926,19
168912,23
253450,23
227657,25
201979,26
98735,13
18111,14
45812,17
164540,21
27825,17
110382,20
62917,22
107797,20
50976,17
185715,21
68365,23
227934,23
140575,23
209643,23
123969,19
135215,22
6072,15
127687,21
182507,25
253497,29
52183,19
242081,25
135068,19
4620,15
258282,27
206854,20
43623,17
46739,18
254903,28
195313,23
165879,24
167946,21
248192,28
28192,14
107765,15
34065,20
192361,24
31479,15
18794,15
233890,24
201248,23
80006,19
163306,19
171812,21
178494,21
201953,24
30320,17
254702,30
190814,22
59103,17
110414,20
216586,26
51848,18
235446,28
21216,16
189809,20
211197,28
82845,21
44659,18
26906,11
13830,16
90247,22
4367,10
88436,19
144488,21
33800,14
158567,19
10428,10
142743,19
73249,19
116947,20
93372,20
151086,18
114704,21
125606,21
229598,22
39740,16
49958,13
107056,13
104195,20
195140,24
175896,26
144863,19
212212,25
92044,19
106166,21
191405,23
16476,9
217881,20
109716,18
242298,28
34344,16
148158,19
95551,25
20177,12
170607,19
67236,20
7956,11
4252,14
42593,17
133617,21
31938,19
40964,14
238719,28
241550,24
141073,23
176519,25
223679,24
166437,22
198384,19
121575,20
16843,10
123104,19
70066,22
85428,13
150435,23
110888,17
111804,26
223611,23
55143,17
1846,10
131450,24
17300,16
178867,25
131699,22
36639,15
7121,15
30673,18
107740,19
81844,22
253303,29
129704,19
190173,22
153570,23
138592,19
78097,20
32862,18
231442,27
164626,19
114798,20
44036,21
112041,21
131838,17
102440,17
109886,18
89414,18
76855,20
24539,18
34263,15
3079,7
64974,16
66885,21
223122,23
161694,18
179019,24
159004,17
226651,24
202315,21
35257,16
77813,16
62592,18
160834,21
158890,23
56423,17
201743,24
174381,25
256453,31
92410,21
55186,19
150410,22
74466,22
218264,21
199084,25
100076,23
33179,16
70801,18
182039,18
179939,21
163797,24
39898,14
98806,20
34743,14
22510,16
73205,20
259587,32
120682,19
41795,16
222114,22
68130,21
164466,21
54396,16
155611,21
88202,19
99849,22
182276,19
77762,19
37566,18
44042,14
148119,22
244532,25
59983,15
65316,18
9632,10
165105,21
98576,20
134963,22
233951,24
53221,22
172123,24
251964,25
62786,14
253551,28
37532,15
216666,22
167123,18
49457,15
52828,21
198075,25
255465,33
32175,18
90589,16
84895,17
232642,25
136235,20
62865,17
136898,20
38484,16
173272,21
173643,20
74588,18
11057,12
132981,22
58456,18
150740,24
6165,11
119524,21
214993,22
157025,23
171625,23
236486,27
144516,20
166376,23
179512,24
88999,16
125428,17
182325,25
1271,5
14380,15
77423,18
230367,27
177255,21
20432,12
43874,19
186338,21
117234,22
226013,23
166388,23
180134,24
209284,18
179588,26
178247,23
141891,19
229826,23
191854,19
20313,12
18340,14
23683,16
77357,21
226456,19
175764,22
175992,25
114509,19
72532,20
53444,21
206312,21
256798,27
53178,17
202831,25
28008,9
56215,20
199809,22
94303,16
216544,22
252330,28
214944,26
34225,10
225458,25
157344,23
44909,15
144105,20
260956,39
131479,19
45344,16
255556,30
195158,22
251907,28
236792,23
2201,12
53278,16
187939,26
198110,25
255078,30
248536,25
127902,18
118108,19
22582,15
29914,17
133583,23
194170,28
148923,19
125968,20
230450,26
150225,21
226242,25
135672,16
82139,18
189466,34
76699,20
22223,13
230044,24
15090,8
88729,18
129521,18
138158,19
183126,22
227544,25
256815,29
154682,19
242272,31
124203,22
67899,20
144236,17
257241,27
129382,23
73808,18
47180,19
192060,24
105988,21
93457,16
128661,19
212901,26
23008,13
27547,14
233584,27
213536,24
52607,16
93380,19
137924,19
138051,20
72323,14
209403,28
110633,19
27216,14
171268,19
185571,23
60611,16
156617,22
153309,23
100920,21
13693,12
95598,19
131127,18
104502,22
200048,21
55923,18
24893,15
137897,20
55882,17
44170,17
166414,23
235918,27
168621,22
134926,23
84193,20
120126,18
152995,23
162982,23
194232,24
91187,19
36758,17
199887,22
153246,22
241123,26
161850,22
101873,11
163253,22
191666,25
254532,32
138061,21
206705,25
15627,15
185902,23
139999,21
161701,21
108406,23
146291,20
151229,19
189918,18
98552,21
39284,18
62502,16
878,7
12445,16
128478,24
199596,19
231906,26
175330,32
256615,35
22292,15
21249,13
217454,20
165110,21
240368,26
254190,28
80946,20
4298,11
41847,16
116967,20
98743,21
165177,21
81736,19
217968,24
97075,15
48765,21
488,9
133679,20
132013,23
145788,25
136695,20
126944,23
49849,18
12560,10
106793,23
251512,30
38676,16
86618,20
8628,16
141321,21
121482,20
98270,21
166507,18
102506,17
207998,27
88368,19
261594,61
175214,24
151385,19
51911,20
257234,29
48412,16
205916,23
199083,24
187811,22
117766,19
242203,28
5915,10
104730,21
252656,32
219111,25
171417,19
102219,20
19515,11
247764,22
253794,29
59514,18
209203,26
16526,13
142887,14
200310,27
3913,13
89268,21
39039,20
156459,24
222798,25
153791,24
93201,21
48434,16
124925,21
108116,21
55129,18
213818,26
208003,25
221017,28
19084,17
158868,24
36681,17
115260,18
24141,14
234823,27
57173,19
228725,24
59962,18
237699,28
86065,13
99748,18
51984,21
173222,21
79516,21
245823,28
223220,26
154601,23
155888,21
84827,20
184501,20
29154,15
236699,23
142588,23
24437,14
207973,25
246194,28
148723,18
50325,19
935,9
3647,10
29594,14
58033,19
104245,19
162068,19
108896,19
41694,18
191201,24
57041,18
79754,18
101193,23
48562,19
44728,18
227075,24
198328,20
64788,22
250719,25
149174,23
31,3
107860,22
188688,25
258538,29
169076,18
208373,25
80215,16
187912,24
120959,17
140055,22
256532,27
21046,17
104985,23
148376,22
157843,22
47408,15
221099,26
38143,12
52413,17
111935,19
170796,23
71395,18
147111,23
39441,15
27979,17
247436,27
110796,21
178772,22
37677,16
115734,17
100460,21
254156,35
92742,19
133121,19
85704,22
220989,24
242409,25
109094,21
58012,18
23114,18
97335,21
166599,23
209534,23
64247,20
115273,20
122545,19
115711,18
63304,15
93076,18
164187,21
150619,22
85391,18
237808,27
44144,15
178367,21
54453,17
175595,26
14771,16
38011,17
213087,24
245734,29
211256,20
80426,19
108098,18
76891,17
252128,26
23924,19
235142,29
123477,20
67931,17
185623,20
2467,11
162449,23
227824,25
210972,25
243130,25
87459,19
177486,26
27645,15
84300,21
24149,17
114760,17
183327,23
179595,22
33583,15
137903,21
188348,28
147393,21
185413,22
171211,23
33395,17
70125,17
102774,20
41841,20
62200,20
144788,20
7088,11
49959,17
199826,21
33096,16
120284,23
221282,24
103255,18
83873,17
134363,20
7898,18
214378,22
198314,25
261381,44
58194,19
193581,20
95449,20
147974,20
7766,15
157401,22
218779,23
236835,26
147740,19
95534,21
243635,25
195108,23
7513,11
37714,16
63130,20
223576,21
222043,24
24144,17
226445,24
18479,18
82854,19
143641,21
75860,16
71810,21
238248,27
195196,21
71278,20
169942,22
100706,22
91470,23
97997,19
12962,15
14105,14
132347,19
51902,21
28881,11
118517,20
21978,15
17084,11
7808,12
22662,14
170433,21
98988,19
254419,28
116674,20
197989,24
196963,22
193798,20
167567,18
186840,21
151978,22
85501,21
188093,25
221214,19
226250,22
136666,20
73472,22
212971,26
257114,30
68674,20
166144,17
160522,22
49211,15
54938,17
156441,19
69162,19
253712,28
195802,21
245661,24
66769,21
259739,33
233591,23
68617,20
93064,24
205654,21
247219,28
26082,14
96775,20
58103,19
167654,19
19436,17
24811,16
162285,24
69077,21
51359,14
25314,15
162475,19
4819,10
56414,16
67965,22
214308,23
26992,12
192332,26
10946,16
152879,20
193262,21
233854,25
113849,18
242037,27
225140,25
47643,22
179597,21
207878,24
149096,21
243816,25
89423,20
150721,19
92042,13
234955,27
42266,20
91357,21
214718,22
186042,21
120379,19
210657,22
100976,18
159344,21
236337,25
190933,26
167132,18
249893,27
89844,23
97162,22
166014,25
240294,28
217509,24
59300,19
172208,23
174232,24
203807,25
38662,16
141243,22
176176,24
77088,21
173076,19
39068,17
122084,18
226324,24
199336,22
45170,16
162692,22
249191,29
255060,31
132077,22
84001,18
174444,22
223624,24
249656,28
237068,28
196525,22
159660,23
250230,28
196786,22
84594,23
225678,26
181376,20
36300,19
169219,22
207231,23
112462,22
102267,17
141488,22
58794,16
88784,18
237432,29
149378,22
110343,22
51510,18
172095,20
189205,27
188453,22
15664,14
221047,27
28432,15
44190,19
143251,20
115133,21
192717,22
237719,20
255259,29
255035,25
81331,18
173094,19
173216,22
222141,25
147550,19
223751,29
146108,23
93920,21
181458,22
129287,23
83932,13
182439,23
200407,24
55595,18
93348,16
50882,17
131505,24
90976,15
197384,20
55505,20
178171,21
163450,25
117839,20
184150,24
141639,19
47895,18
143443,19
202936,26
22033,19
104565,23
162776,19
122511,18
110811,20
15154,14
178476,21
91832,20
124559,20
154201,23
152905,20
20340,17
66,2
67616,16
81134,17
119182,18
100707,22
156273,23
2489,10
41934,19
97977,20
141351,23
119470,23
15439,18
51983,19
253746,29
23203,19
211517,25
235443,26
109201,20
251490,24
146383,22
43105,13
228108,27
167734,24
189972,26
88176,16
43159,18
86973,22
149159,21
26338,15
59110,16
54961,18
2378,19
196080,21
24678,13
66610,22
170985,23
27392,14
165490,24
106931,20
213046,25
94088,20
87072,22
21732,16
2651,11
231964,25
246115,27
97027,16
158461,20
80399,21
129540,20
131388,23
133147,19
114710,23
178282,21
258846,31
187779,20
224745,24
205144,24
188381,24
235153,25
119930,18
177940,19
87587,21
48531,20
23908,15
53018,15
106840,18
192395,20
191505,23
9987,11
107434,19
164336,24
261139,42
171066,22
257469,33
238466,28
8352,13
65017,21
68880,15
48726,18
192259,21
174728,20
65364,21
174238,19
61882,21
181623,21
21034,16
100103,17
188517,22
178424,24
36452,20
64503,23
180846,22
26513,18
126634,20
166018,21
46803,22
176371,23
11261,16
13330,15
77025,18
182477,22
215642,23
162163,20
215337,28
130997,21
9600,12
13469,14
166443,22
181533,24
43757,15
60201,21
62260,18
47147,19
237545,25
48410,14
211722,23
120293,21
39134,15
138345,21
205020,27
182471,23
67170,20
32551,18
108259,20
104107,20
149385,21
153092,21
236905,28
162806,22
8647,10
145971,24
92458,20
127563,21
30740,21
169145,25
33021,15
209947,24
79161,17
187819,26
95573,21
156944,18
177905,23
153547,19
747,12
25329,17
98553,19
48846,19
257531,30
102104,17
86041,20
25369,15
82606,19
140584,20
112597,22
84260,14
237946,28
169495,23
111761,19
24,3
230620,25
83884,20
20295,15
140609,19
222786,22
250405,27
83595,18
95465,20
211858,22
99651,16
37595,17
170184,20
67470,20
209255,23
80885,18
178597,25
158487,20
62121,20
220133,29
163722,22
74757,14
230674,25
191542,23
213262,24
202748,25
12359,16
150838,18
95329,20
186020,23
195603,20
91377,21
90312,19
9818,13
28605,14
76648,16
173109,20
235760,25
200386,24
178794,24
231919,25
46890,15
206862,23
245840,28
32983,18
4508,12
261481,47
75924,19
203584,25
42035,20
42324,18
99490,18
69871,17
10053,12
29719,13
76823,19
219219,21
90086,21
83073,20
246506,26
49450,17
107301,19
84830,21
185136,25
28143,12
12376,17
95880,20
149057,22
156426,24
148197,19
57168,17
14180,11
108420,21
204544,23
202803,26
180305,24
5367,12
219721,24
245659,28
200256,24
224148,29
247901,29
147126,21
209478,26
86293,20
171377,22
155648,23
156099,25
111029,22
231383,25
184218,19
168120,21
92100,15
111691,20
119876,21
191043,20
27717,16
237524,22
242654,25
12080,13
12232,13
17644,13
77271,20
139295,20
156015,20
165721,22
119327,21
70510,12
122563,24
147135,22
183491,23
112760,21
189887,25
221728,27
147606,24
62341,19
111999,21
98861,23
3824,14
237632,24
127380,24
257616,29
257596,31
257861,32
55531,16
259272,36
148011,22
10801,13
26851,17
179812,23
254085,29
113999,25
44543,16
161593,23
98766,21
56046,20
189709,25
176312,25
38373,15
36669,15
83880,23
56676,16
122615,20
60323,15
10212,15
38818,17
217912,24
46598,17
126313,17
43390,18
136539,24
181941,22
228783,26
90107,22
20673,14
141983,18
84325,19
151293,23
80379,17
23020,12
20554,17
144837,23
79071,18
89089,16
70588,19
106783,16
19786,18
244536,26
32408,14
248138,27
207549,26
77549,24
211357,24
109639,21
111794,19
227247,23
203270,22
194822,23
136533,18
212281,24
155357,22
232430,25
213978,21
230365,27
252617,28
143156,24
155841,21
245105,24
106317,19
96510,16
205264,20
247866,26
248212,29
6915,14
23868,16
176019,22
46897,19
68187,16
157362,21
231883,26
50666,12
223336,24
110079,22
169460,25
233862,29
63526,19
210393,23
257026,34
110159,22
79297,20
60393,17
103211,20
109929,20
46535,15
79164,15
73958,19
62508,20
244701,28
233100,30
94692,22
234825,25
24306,18
133896,18
103118,22
175047,25
60878,21
110029,20
21662,14
72015,18
163997,23
247384,27
120260,21
111992,16
212610,23
165224,22
83055,19
49805,22
39881,16
144271,23
243553,25
177219,24
195519,24
141101,21
131132,21
195103,24
73669,17
125088,16
121373,19
23110,15
241280,21
249540,25
182124,21
81783,18
15485,14
103932,23
237002,27
218860,23
237698,29
138533,21
154710,20
54110,14
250582,26
135596,20
259404,35
24853,17
135529,19
73609,18
230832,30
40622,20
242459,30
92828,20
128998,23
204668,23
43120,20
117433,22
159546,24
74232,18
238513,25
22208,18
223322,24
124320,21
60078,18
236950,27
243137,27
223129,23
258959,28
220296,25
188727,20
233561,28
144059,19
207821,22
145768,19
72747,17
18987,15
59413,18
138728,22
94887,18
189161,24
127831,20
261250,43
118511,20
156608,22
134859,19
211367,20
133866,21
86960,16
241725,29
225071,23
214220,27
79640,17
59234,19
186114,20
32808,17
188936,22
193877,25
229642,26
21044,19
153410,23
207333,25
197797,21
214887,25
189249,23
11385,14
69008,19
223450,23
211236,19
137721,23
218070,23
62764,17
46424,20
50704,15
46542,19
249095,29
53630,18
60415,21
221769,27
172764,24
19649,18
208294,23
23667,19
14275,12
223838,25
244302,25
36739,14
29534,18
141772,20
149891,22
95070,18
33095,17
85653,20
238201,25
247642,30
123464,15
82275,19
128756,20
205415,23
143663,22
5560,15
33683,13
68752,18
34852,17
185012,22
121144,22
200494,24
168457,24
66649,17
173294,22
147556,20
203187,22
165929,19
127119,22
143482,21
107785,18
183585,23
71675,15
226046,24
217916,25
50333,20
238781,21
248419,26
82775,17
96042,17
198516,27
231086,23
101897,15
202039,24
48306,21
7451,16
84743,19
58636,16
87420,22
4304,11
113211,21
189544,23
255377,26
193213,23
204862,23
121252,18
247969,28
64602,16
34252,15
234400,26
180193,18
26560,14
174669,20
151070,25
192061,25
257972,34
71498,19
216931,25
260947,35
209415,24
229404,28
47959,18
49172,20
232327,25
99773,18
192102,23
140580,23
163746,18
40214,16
105452,19
196402,23
235370,26
32441,15
255385,31
84040,19
189500,23
134860,21
202366,22
13022,12
72680,17
45235,17
213110,22
242169,25
68108,18
151515,22
204761,20
196724,23
124880,21
224076,24
257833,28
47958,15
84466,12
81768,19
59007,22
212083,22
72197,16
118705,19
167326,20
19088,18
88911,17
119839,19
193630,21
218825,24
196007,23
254076,29
226925,27
171392,23
157982,20
103087,20
186014,21
19251,19
2088,12
116578,22
94302,19
157105,25
110525,19
143809,20
1024,7
76246,18
64094,16
56710,22
7343,13
151499,23
59644,19
244327,28
256595,32
261170,39
156413,25
14570,13
23944,17
259790,29
18036,15
75435,22
16992,18
94,4
15203,12
37522,15
65188,21
172787,25
51223,15
156737,22
92962,19
247814,28
73934,20
126320,18
200893,20
4732,9
16555,11
125290,21
48873,16
211290,22
162322,25
228475,20
209346,24
129705,19
118698,23
18346,18
161733,21
77690,16
44023,20
37235,19
128432,19
43190,20
233112,26
249473,27
210692,23
122282,20
138648,21
102451,18
138479,20
130632,20
160991,20
213743,24
118612,23
119757,20
118180,16
116184,17
62188,21
108647,24
135983,17
179100,21
121635,22
14261,13
36968,13
146391,20
126200,20
83786,9
182802,22
108429,23
65210,17
237828,27
239255,28
26652,14
234121,23
134012,22
237786,25
115138,17
230885,22
225209,23
156783,24
247188,28
231432,27
113235,18
30276,16
74703,20
127938,20
165630,25
25838,18
143931,20
241535,27
65685,19
162945,20
208583,24
33169,15
31950,18
47356,19
214321,27
94594,18
189680,22
151388,24
235980,23
184881,24
244199,27
114499,19
41817,15
169332,22
83823,21
190635,22
41435,10
127217,15
173027,20
16282,12
106685,21
193487,25
120651,17
100837,21
176829,24
111451,18
152052,14
176057,19
22170,17
47602,15
116223,21
12112,13
84932,20
159644,20
188502,26
9341,11
195554,22
126377,18
259776,34
132656,20
148949,21
36744,20
197424,25
179929,22
191389,25
132,5
77085,19
254365,29
132885,18
23662,14
77753,18
58729,19
19034,11
39958,17
220248,18
36068,20
89446,20
103352,18
65498,19
111598,22
233601,27
206094,23
86419,24
82024,19
182692,24
4591,11
54815,17
177755,19
22345,18
156152,20
252754,31
117778,23
244932,28
201121,23
158739,25
234157,24
15103,12
151556,17
41246,15
29165,15
78689,17
157425,21
182927,23
86854,20
168703,24
258066,29
4315,14
240189,25
236902,27
176636,17
245737,28
223247,26
231624,27
213923,23
6651,13
236963,24
140742,22
246324,26
70332,20
150347,22
188097,23
64738,18
261358,44
28006,13
227463,24
117154,17
131468,19
95299,22
243993,26
156819,21
130641,22
146328,21
154975,22
6064,9
201147,21
36087,19
239167,27
246625,25
255317,25
13518,10
1305,8
123362,19
248198,30
44974,18
205299,23
76611,19
241541,26
135848,21
36231,16
57386,18
32624,11
96235,19
116990,14
56455,18
33229,18
30213,14
71490,19
131862,21
119676,21
162368,22
232455,23
111129,19
192742,23
204687,24
20164,17
7559,14
161977,15
146258,20
132727,21
80174,21
249165,28
256414,31
84896,17
160492,18
102270,18
106842,19
140495,20
252654,21
220947,20
238158,24
166582,24
220015,24
60327,13
165715,23
85904,20
146368,20
8707,12
72739,20
86417,20
119883,17
59615,19
186943,21
88385,21
42671,20
221714,22
98503,21
258565,37
58260,18
200576,22
256829,26
156500,22
149482,20
143998,25
13847,13
115230,19
188264,23
196952,24
55442,17
60853,20
137179,21
143818,24
252787,29
56389,21
150801,21
68030,17
166949,21
74631,19
149580,20
104255,18
176597,25
251861,29
223553,22
39302,16
98369,19
187316,21
245259,26
157253,21
171627,20
227680,28
1920,9
162509,21
99833,20
211919,19
88581,17
29854,17
90469,21
68793,17
64671,18
246285,24
122978,17
37227,11
116560,19
108209,19
94181,16
169328,20
247083,28
210455,23
82555,16
128007,22
258463,30
137460,20
248870,27
68914,20
199521,23
20107,12
11972,13
233712,19
206620,21
246098,27
148768,21
144249,24
68045,18
90961,19
105940,20
162200,22
215356,25
217989,24
183989,23
7690,12
223036,25
256962,26
220500,23
55734,18
157284,23
249366,23
43415,13
195744,22
189834,22
99293,23
130326,20
153473,22
197266,23
159517,24
130505,24
234264,26
39597,20
244875,28
15984,15
33920,12
225942,26
148399,19
15515,17
228434,25
107503,23
204241,23
236563,26
224841,22
243736,24
258313,34
38511,18
25463,12
116331,18
106885,20
58126,14
57562,15
53620,18
92438,18
216411,20
164500,25
95634,16
147227,25
100205,23
248620,30
17162,14
67298,16
92800,17
80791,19
153118,19
100149,22
215255,21
115791,22
176472,25
35537,16
191163,25
105883,21
230293,30
58407,21
174802,23
222690,26
91173,22
158343,24
142472,21
133966,20
181423,21
146382,22
148412,23
31666,15
163581,24
125965,20
215777,24
32931,17
123163,17
139713,20
93802,22
31890,15
204652,24
134861,20
20999,13
59259,13
160272,23
120291,22
68774,19
259312,31
199522,23
140393,16
183458,18
221239,27
145496,21
147361,23
155607,23
207016,23
243315,28
156632,23
180881,19
87400,17
158063,20
259759,31
253770,31
4378,8
60960,16
122734,19
75777,20
261041,38
38310,19
25485,18
128532,21
257789,34
7051,11
95725,20
34969,18
173618,24
133986,19
52431,17
90734,18
166083,21
175849,22
101437,19
109821,19
225793,26
215505,28
142709,23
124111,20
207188,25
252046,27
190972,22
64744,19
139980,24
258823,28
194280,22
222996,24
233780,26
172571,23
29295,19
1501,7
70679,19
74967,21
9808,14
58209,16
13727,12
234546,25
233264,26
225161,24
204590,23
224637,25
19194,14
15408,17
179742,23
212905,23
248243,23
173247,19
95884,23
107025,20
65659,14
6831,16
165062,25
244754,29
64794,16
183629,24
253478,25
74406,22
137872,23
168545,19
50440,21
156219,21
115005,22
121685,22
23580,16
21699,14
203786,26
6305,12
166466,24
149729,26
137141,20
69847,17
146739,20
146758,22
261108,43
90364,20
203253,26
62209,19
235426,26
93783,20
138912,24
226541,27
87710,15
21269,17
17335,18
21395,19
132176,19
193703,21
226579,23
165648,23
129364,20
79819,21
129688,20
136864,22
208588,22
33210,15
5260,13
124789,22
252737,27
249226,28
57040,17
177600,23
236796,24
190286,21
150952,20
98951,18
153657,19
218949,22
134375,17
96694,21
204040,22
216133,23
80395,21
141737,21
187087,23
209550,25
15448,14
26587,16
17871,15
29842,18
242327,22
251523,27
54074,14
217228,26
80316,18
221072,25
119333,21
15601,13
54263,15
53282,14
9293,16
33196,17
40244,19
225051,24
250036,28
179419,19
109771,21
24377,18
3946,16
112840,17
144696,18
170352,24
180758,25
124507,20
193911,22
145100,22
183175,23
88463,20
199127,23
222458,24
222535,24
1428,11
16297,13
131762,24
170430,24
226253,23
164268,24
39457,15
202726,22
60258,23
117482,18
252238,23
231416,26
29207,16
49937,17
87338,18
222159,21
143244,19
259547,32
261032,41
15512,15
202727,22
260622,35
205064,17
21263,13
4121,12
49783,19
96606,18
140502,20
145898,24
150136,25
111699,20
151174,23
148234,25
121521,18
11625,16
28825,16
82393,18
25432,14
243772,24
186763,23
153035,21
179570,23
209040,24
252634,29
255729,30
68192,19
4657,12
222769,24
101648,21
46781,18
47621,18
95543,17
242636,27
239050,28
133166,21
141181,22
79940,19
3738,10
81035,17
129701,23
13863,15
26085,16
235693,24
35074,18
229591,25
228619,25
17623,16
37107,18
147713,18
96133,20
167254,21
124403,23
115955,17
51945,19
92075,20
226066,21
72840,16
14751,13
258838,29
139288,17
221906,22
208160,23
169324,18
71049,20
108260,18
73667,17
181115,21
74425,23
185053,23
130234,17
75364,24
96145,23
111215,19
121819,19
231443,20
173949,22
168374,20
83268,22
34540,11
229785,25
240427,26
123249,22
63786,17
126952,14
182053,24
34870,17
86757,19
121737,22
188826,24
212216,25
242189,26
243171,26
235963,31
256493,28
22842,17
144051,26
248442,29
177713,24
195583,20
7826,12
173999,24
165780,24
62575,19
83963,23
184319,20
97264,21
117656,20
100414,21
207082,26
51746,18
59079,18
56794,16
170721,23
79538,20
30470,14
245800,28
4493,13
145983,16
237752,28
114854,19
83804,18
93690,23
189079,24
226583,25
224872,27
163368,22
224333,29
23122,17
214737,28
185179,18
68084,17
103237,18
148601,17
135220,24
235735,26
227491,24
126494,17
221280,27
234044,27
241114,29
184626,21
179564,22
128093,23
212172,25
144595,20
106822,20
99330,16
152340,20
39653,15
66977,21
87547,21
25549,16
5217,13
125594,20
254723,32
54103,14
94154,19
252941,27
254052,30
175940,24
115324,18
200346,20
19312,19
149113,18
199525,22
150983,22
185733,21
53814,21
197701,24
76193,16
2938,14
237638,27
150780,23
155544,22
74850,17
95525,18
256534,28
47172,16
256395,27
33117,15
140318,19
24406,13
213452,24
104487,19
77328,19
194607,21
229150,24
242256,26
185788,22
251505,27
29388,17
162198,20
24989,15
85188,20
105251,19
259309,31
205186,21
